"Dp,ref,pulm","Dp,ref,sys",Rsys,Rpulm,"sActMax,v","sActMax,a","sPasMax,v","sPasMax,a","p0,Ao","p0,Pa","p0,Ve","p0,Pve",lAo,lPa,lVe,lPve,AVdelay,kAo,kVe,kPa,kPve
9.00839,100.781,1.13401,0.993686,96726.7,92095.2,16927.3,60738.3,0.865437,1.11383,1.0977,1.0244,358.056,153.916,449.882,179.505,0.164759,6.17526,9.03756,7.89891,9.54142
11.0035,68.9994,0.772083,1.21314,95970.9,96869.2,17497.8,47829.1,0.852014,1.23708,0.991607,1.19952,466.272,157.946,460.812,170.887,0.161652,6.2735,11.1998,7.11753,11.6871
13.3304,83.8817,0.970871,0.975008,137075.0,76717.2,22842.9,43628.6,0.920604,1.21483,0.903975,1.07925,444.939,229.907,438.197,165.471,0.186453,8.21454,11.9422,9.31535,10.3698
13.1291,102.692,0.854149,1.00426,103061.0,83968.9,20612.8,40681.9,0.812113,1.19039,1.21432,1.01672,384.174,208.53,382.994,174.298,0.186253,6.70633,11.1525,7.19904,11.0209
9.70084,110.335,1.24983,1.08187,120334.0,90876.0,20028.1,49661.5,0.968265,0.778117,1.1094,0.858557,415.979,185.932,413.466,167.657,0.176054,9.28332,9.18009,7.3167,8.39032
9.94024,112.344,1.00773,0.797605,98326.7,79553.0,26027.0,45398.3,0.76339,0.967261,1.03545,1.24286,340.96,242.022,306.141,235.142,0.124216,9.27891,10.6859,9.63183,9.57972
12.5342,85.6579,1.03785,1.06525,131872.0,81185.8,18999.8,48329.0,1.01343,0.880414,0.933366,1.2005,367.074,195.607,341.912,174.58,0.127649,6.89698,11.1359,7.7636,11.4315
9.74328,89.9271,1.02608,1.18552,91969.7,98598.3,20728.5,42075.6,0.766376,0.7888,0.83839,1.08956,325.747,172.525,461.391,166.633,0.12885,8.49362,9.23136,8.11623,11.0554
10.5048,72.9072,0.815516,1.15639,145041.0,86663.3,17244.9,53527.9,1.08208,0.87278,0.784496,1.02264,425.808,152.913,471.903,180.432,0.17208,8.56384,9.20165,8.39456,8.19859
10.4483,77.2654,0.760431,1.01274,116986.0,93617.1,20430.6,54290.1,0.910812,0.907673,0.993117,0.818422,442.14,180.545,357.176,246.638,0.168503,7.68344,8.48273,8.7596,7.7077
11.1879,71.833,0.832102,0.929574,146203.0,93846.9,25439.4,51108.0,0.820626,0.949082,1.21065,1.16442,473.5,179.001,404.201,242.721,0.135227,7.18264,9.00174,8.59426,9.53241
12.3699,110.7,0.787384,1.10527,98502.6,79781.9,26166.8,54886.1,0.900516,1.01099,1.22213,0.837171,324.095,244.092,393.767,159.356,0.166198,8.58264,12.1812,6.5263,8.99523
13.4664,76.0494,0.94323,1.23243,102576.0,80602.8,27093.8,47079.4,0.978902,0.817349,0.878187,0.982034,368.504,174.086,472.605,228.504,0.173566,8.42273,11.1173,7.03378,9.13476
12.4147,68.168,1.24903,0.834846,127283.0,84091.7,21698.8,57223.7,0.857944,1.0994,0.844264,1.01896,460.623,196.581,374.313,201.584,0.136484,7.79656,12.1557,8.26425,9.6685
11.1788,72.2966,0.964014,0.8144,111412.0,69833.6,18965.5,60423.5,1.03706,0.890135,0.927567,0.968081,379.092,157.039,490.019,184.622,0.180721,8.00625,9.95236,9.11997,11.79
13.6776,99.0215,1.01272,1.05372,93862.1,63855.8,17217.4,39320.5,1.15949,1.11698,0.984392,1.15358,365.334,218.801,334.64,201.108,0.155391,7.52165,10.2658,9.09903,9.19948
9.98527,69.0658,1.21822,1.05808,91745.3,104610.0,26459.8,43993.0,1.11907,0.823485,1.12159,0.805334,434.12,199.306,345.714,218.075,0.148253,7.63965,11.0238,9.72953,7.66967
10.1197,84.6695,0.830993,0.949615,96266.8,75703.4,19605.0,49685.4,0.897268,1.10051,1.1209,1.18934,321.178,219.534,368.004,240.295,0.16127,9.81298,10.1867,9.36982,9.42091
9.84298,87.2152,0.99131,0.886115,106643.0,88182.4,18405.6,55460.5,0.954179,0.904742,0.818229,1.17068,301.405,224.27,423.639,237.874,0.169671,9.94101,12.299,6.79233,8.59189
11.3597,71.6521,0.757899,0.921338,116502.0,97151.1,20776.9,60025.9,0.903516,1.07138,1.18521,0.755134,389.976,198.541,491.722,222.061,0.165897,9.57372,7.71747,8.56023,11.983
9.05926,71.4619,0.879621,0.970306,147493.0,79293.3,25239.9,52577.4,1.07999,1.13634,1.19407,1.06136,338.135,185.741,345.191,179.102,0.124616,8.96143,10.1287,9.13061,7.9664
13.6533,103.979,1.08541,1.24982,133681.0,74933.7,23824.5,57692.7,1.1276,0.881312,1.13397,0.75085,352.893,216.044,442.227,233.909,0.179716,8.4748,9.18753,9.78586,8.6248
12.9368,68.3532,0.955937,1.02308,117360.0,68142.4,26000.5,42146.4,0.868377,0.832121,0.863189,1.06454,487.278,197.666,474.555,170.474,0.123377,6.79926,8.42234,8.76752,10.402
10.7405,88.9246,1.10929,0.883572,135256.0,98724.1,18827.2,50635.8,1.0784,1.10765,0.830151,0.864418,403.552,227.879,330.85,236.081,0.158923,8.01551,10.2819,8.02833,12.0477
12.5092,100.803,1.04137,1.0405,141225.0,90121.6,21121.5,38863.1,0.799428,0.843262,1.09391,1.08062,316.109,230.228,419.879,238.672,0.146804,9.58287,7.88955,8.95151,11.6215
10.3892,98.689,0.926067,0.969501,137295.0,83707.2,26244.5,41800.5,1.14162,1.11265,0.847696,0.92326,361.196,244.482,333.554,155.72,0.165675,6.03168,11.0068,7.21483,11.9897
11.6691,103.818,0.820937,0.841899,147908.0,71714.6,21322.7,60239.0,1.0303,0.916692,0.817374,1.13935,436.845,215.508,369.523,181.521,0.122513,6.79121,11.2642,9.4565,11.8281
11.2433,95.923,0.872653,1.20037,92938.4,101340.0,20626.1,44400.1,1.21344,0.955486,0.948484,1.06524,414.461,219.114,410.763,224.812,0.190311,6.15383,9.88852,7.06383,10.8702
8.91595,105.21,1.14967,1.00628,109388.0,65526.5,22524.7,60172.8,0.861869,1.03212,0.945507,0.816037,499.794,154.837,430.384,228.393,0.174579,6.92198,7.74027,9.00625,9.47632
13.3364,78.0449,1.14382,0.89743,94693.0,96311.0,21710.6,42806.5,1.16796,0.999334,0.833172,0.79247,382.443,207.637,325.559,194.011,0.171409,7.26914,10.7285,9.8976,10.8355
12.1734,112.052,1.0148,1.14364,143018.0,79184.6,18662.2,50447.9,0.831138,1.03538,0.875241,1.21092,363.189,212.724,495.21,156.205,0.152962,6.97229,10.9979,9.90576,7.70501
12.7313,78.1216,0.837278,1.08384,125353.0,78965.5,22660.2,51253.4,1.23154,0.81358,1.00488,1.0407,394.178,222.393,403.138,232.519,0.180229,9.05854,9.59452,7.411,11.5568
10.1483,75.1695,0.873366,1.0877,108919.0,95434.6,20872.7,59895.7,0.847059,0.977399,0.80334,1.24473,346.62,228.065,368.493,213.937,0.138661,9.02213,8.55201,6.07384,7.61527
9.28345,93.8882,0.823005,1.07657,132830.0,80343.0,21641.9,46939.2,1.10058,1.14423,1.12345,0.771581,436.126,173.642,441.378,156.416,0.126359,8.74665,9.50703,7.22314,11.4386
9.08654,97.5762,1.22582,1.22694,112101.0,83099.9,24679.8,62422.4,0.756673,0.864359,0.816481,0.869374,367.201,178.188,474.093,200.121,0.181143,9.95533,12.3459,7.40897,7.65184
8.85615,92.4154,1.06411,0.972669,144724.0,87208.2,26179.2,44186.3,1.17735,1.22734,0.89221,0.995362,409.729,204.632,313.779,190.114,0.13481,9.94568,12.2408,9.42156,9.12269
11.2171,88.095,0.999304,0.948962,128039.0,78053.9,21342.9,60378.8,0.937986,0.830617,1.0745,1.12737,318.68,157.543,315.778,157.416,0.195687,7.843,11.5001,8.49968,8.34695
12.7127,70.386,1.00663,1.19249,139687.0,69552.1,24596.1,54506.5,0.845037,0.810376,0.807077,0.984615,459.409,247.574,366.82,243.835,0.169929,9.40997,11.8647,6.59653,9.36756
13.8799,67.7709,1.13032,0.940029,121520.0,67241.7,18387.6,54448.0,1.07737,0.876102,0.782495,0.913091,443.75,167.984,439.518,187.374,0.13076,6.99599,8.33411,7.23867,10.6379
9.64807,73.3286,1.12795,1.03961,112597.0,86975.1,26087.1,46626.1,0.884776,1.20308,0.965869,0.969639,410.965,210.562,444.237,207.318,0.183266,8.77012,7.88312,8.42475,7.73796
8.68824,94.7435,1.04942,0.945421,148579.0,90759.7,18090.4,38698.1,1.23299,1.19156,0.900245,0.790533,407.201,218.495,365.009,158.014,0.15847,6.37197,8.00477,6.91411,8.781
12.3876,81.7897,1.14101,1.0436,100650.0,67350.1,16868.5,55864.3,1.14283,1.05348,1.19483,0.796834,317.79,190.743,407.346,241.118,0.185734,7.58723,8.19512,9.52441,9.78885
8.89166,67.9642,0.988587,0.985133,114509.0,90434.4,19113.2,38153.4,0.758111,1.13875,1.02866,1.0099,386.07,165.578,461.826,234.851,0.147982,7.73065,11.0378,6.47151,8.0647
12.3456,99.7584,1.03233,1.0106,101527.0,101105.0,20116.5,57369.6,0.832359,0.975513,0.756277,1.03663,371.99,201.518,432.032,218.177,0.154011,6.87688,10.0758,8.80502,10.6992
13.3076,110.279,0.893845,0.86459,127141.0,73873.7,22614.2,55703.4,0.941228,1.13473,1.0297,1.19056,396.96,205.914,369.282,190.417,0.169277,7.29146,10.18,9.92008,9.85084
10.8897,76.7788,1.16583,0.810003,145270.0,66705.5,21195.5,56754.7,0.760914,0.812347,1.02035,1.21309,432.286,150.118,336.095,214.801,0.140514,7.25117,8.78539,9.21005,11.6741
13.7036,73.9696,1.07999,0.764521,105558.0,95183.3,25902.6,61717.1,1.24919,0.915838,1.15214,1.03441,391.126,237.155,443.814,242.372,0.133617,6.12207,10.5316,6.95287,11.3076
11.708,105.901,0.969561,1.03174,116184.0,75750.5,16629.5,62174.9,1.07169,1.09372,1.02098,0.926394,463.312,206.201,413.276,243.712,0.139663,6.70411,10.098,8.52339,8.82257
10.6423,107.285,1.08864,0.991464,149066.0,79123.3,24717.1,44700.5,0.880433,1.14112,0.834214,1.01924,412.66,221.373,300.161,249.504,0.1421,7.08365,12.3196,9.35616,12.3884
9.68103,96.0373,1.06544,0.784602,137855.0,66349.4,25465.4,61277.7,1.08306,1.07725,1.18196,0.882524,369.243,191.542,338.291,171.293,0.149102,6.39909,9.68798,7.05399,9.65854
10.7059,100.895,0.978431,1.02259,141523.0,102648.0,24699.3,51489.6,0.795764,0.806098,1.10015,1.07446,333.961,161.669,357.889,235.474,0.199622,7.50287,9.41128,9.67269,12.2678
9.60666,69.1497,0.839819,1.01861,117832.0,97299.4,25513.5,51871.1,0.933675,0.944658,0.957124,0.760891,481.273,202.601,414.18,205.351,0.159981,7.89516,11.785,8.70161,9.72942
9.48402,84.8485,0.998722,1.09503,105218.0,64059.1,19023.6,41567.0,1.15336,0.773144,0.853977,1.20837,468.874,184.616,334.306,178.594,0.178432,6.95876,10.6619,8.19364,10.3401
10.0689,84.8945,1.09008,0.756339,107714.0,79960.2,21963.9,41901.9,0.967575,0.936722,1.17339,0.962749,332.14,175.538,319.695,218.925,0.159473,6.04432,10.3408,7.12533,9.00374
12.7533,87.2856,0.87423,0.804212,105060.0,88873.1,27117.9,56431.2,0.783158,1.11961,0.895777,0.769212,370.224,182.967,429.036,177.499,0.171708,6.06951,11.9057,8.46356,12.1582
13.2525,79.1982,1.09153,0.876176,117780.0,72591.4,24565.8,53840.8,0.805755,1.18007,1.05948,0.974434,430.091,163.041,338.939,178.853,0.124845,6.78414,10.5748,8.24161,9.90433
11.79,89.4399,0.89215,0.795637,130541.0,98179.8,17321.8,52772.7,1.21811,1.2321,1.15093,1.10528,354.056,194.826,408.48,209.492,0.185476,6.14672,8.85517,8.92053,7.90266
13.5006,91.6549,1.13418,1.10635,141544.0,64645.8,27343.8,50045.4,0.771074,0.848833,1.17543,0.99864,415.17,218.08,383.718,219.456,0.192805,7.36379,8.02003,7.50981,10.2304
12.4539,82.518,0.7929,0.831746,135779.0,100248.0,23466.0,58842.9,0.752038,0.77582,1.10463,0.7648,461.313,207.973,364.381,168.719,0.159548,8.00793,7.7571,9.0379,10.8999
11.5454,108.192,0.81124,1.15311,116888.0,75054.4,24293.7,58142.9,1.23643,1.1865,1.23635,1.07371,352.372,250.064,321.583,172.737,0.176344,9.91338,8.41688,6.30842,9.26919
12.1105,73.9166,0.766203,0.813112,105787.0,66470.7,26665.4,39663.9,1.00546,0.952338,0.87402,0.929504,399.048,216.811,445.011,209.663,0.196741,6.19943,7.97745,6.50351,10.9609
8.86127,106.861,1.1733,1.17043,127480.0,72497.9,25136.4,46168.7,1.02299,1.21581,1.07813,1.15309,314.006,218.186,311.106,225.801,0.176247,7.42735,8.14892,6.94161,10.2266
12.9116,74.0394,0.869356,0.846235,95133.9,94534.0,18111.0,38999.2,1.12146,1.07201,1.08731,0.883607,476.528,224.624,469.292,196.808,0.182295,9.32364,9.42828,7.65205,12.2344
8.77741,91.5694,1.08151,0.875292,115955.0,71257.1,26788.9,55917.0,1.21093,0.935592,1.12837,1.04876,328.048,249.331,327.307,169.376,0.168089,7.90978,10.2595,6.22635,10.768
9.72975,104.899,0.908413,0.802489,130144.0,63573.7,23078.3,58901.9,0.997134,0.781822,1.00431,1.01532,316.913,163.37,401.763,182.104,0.127361,7.18074,8.08818,9.75893,9.46909
12.3056,105.616,1.08802,0.892027,104954.0,63525.9,19775.4,47551.6,1.22899,1.18017,0.850789,0.865185,495.09,169.63,398.85,186.186,0.132463,7.20723,11.8724,7.58514,9.49711
10.4937,99.165,0.900202,1.1418,94056.8,66207.5,18162.4,60890.6,0.984328,1.12022,1.01019,0.767944,304.207,165.894,323.581,190.351,0.166905,9.73609,9.53499,6.33681,10.5753
12.0324,85.9568,1.18363,0.980923,114669.0,91714.5,25364.5,61470.1,1.08416,0.93095,0.809812,1.08662,500.094,169.381,466.208,194.832,0.142287,9.95796,7.9011,9.48801,8.17129
10.6961,89.0762,0.917386,0.86095,148147.0,100364.0,20515.2,46330.2,1.12108,0.837115,0.91694,1.23516,472.194,209.968,365.54,223.207,0.153374,9.50752,10.4083,6.65632,8.00818
9.1622,106.279,0.755351,0.989479,107045.0,85797.8,26201.6,53203.1,0.793596,1.10607,1.01575,1.19451,441.494,171.814,497.378,242.943,0.152723,7.37308,7.86765,8.15912,10.2737
13.4873,85.5,0.835146,1.06331,98404.5,96439.2,19643.7,54846.7,1.23563,0.862841,0.801077,1.22958,331.154,179.638,406.427,223.488,0.154639,6.65943,10.7783,6.4028,9.74989
8.71843,74.5788,1.19373,0.957359,99150.3,102398.0,20168.1,55383.8,0.916244,0.801828,0.969989,1.20462,470.938,197.792,456.482,193.262,0.186082,8.8735,9.44019,7.66811,12.0003
12.6778,94.3685,1.15806,0.97571,138600.0,68501.8,18757.0,50800.6,0.934792,0.820296,1.11704,0.785941,336.265,233.902,370.47,201.231,0.192035,6.95783,8.6906,9.74924,10.1145
13.076,109.86,0.95783,0.951173,139613.0,101682.0,20102.7,40384.9,1.12259,1.08607,0.921327,0.986856,444.418,246.358,431.156,198.415,0.167931,7.23426,7.84839,7.35344,8.14864
12.9948,109.355,1.08473,1.22169,128540.0,86410.1,21004.1,41251.8,0.751566,1.13152,0.917571,1.11267,487.025,161.605,357.791,228.842,0.168716,6.0582,11.2119,8.08901,10.1023
9.0972,98.1991,1.09346,0.836098,112859.0,67793.6,21085.0,45369.9,1.01609,1.08458,1.196,0.955789,344.204,243.534,392.746,191.135,0.168894,8.88233,7.80267,8.27064,11.0658
9.79656,69.8111,1.04892,1.19667,145542.0,70664.1,24206.2,48966.6,0.873672,1.1008,1.0011,0.768278,399.998,216.254,499.384,231.283,0.122596,8.78031,10.3014,7.60839,9.95382
11.0833,104.175,0.776132,1.11635,113282.0,85351.8,20021.6,61448.4,0.767551,0.834303,0.989859,1.18846,308.335,237.247,415.589,245.0,0.187722,8.3805,10.471,9.14055,8.46807
12.022,95.1054,0.947716,1.09176,135226.0,80098.1,20353.4,46464.0,1.21842,0.950333,0.809351,1.17362,490.259,193.674,470.188,219.162,0.148889,9.88961,9.95925,9.01154,10.6725
9.06528,98.9723,1.02885,1.11851,92846.6,94601.9,19446.5,55219.6,1.18626,0.762883,1.02618,1.22787,448.331,182.349,351.176,150.93,0.16335,7.91236,7.74705,9.49413,11.2469
8.44471,101.621,1.05578,0.926583,97218.0,72345.2,19985.5,52450.4,0.872604,1.13288,0.944735,1.20642,411.351,192.037,461.632,168.431,0.187538,6.53877,9.2632,7.60543,10.0809
8.58905,89.7037,1.00077,0.785559,148939.0,72869.9,17348.9,48638.4,1.11742,1.10862,0.791503,1.23487,478.896,221.785,400.649,193.619,0.186977,7.87822,8.18083,9.67849,10.7873
10.5612,110.443,0.769946,1.17275,105253.0,82971.5,16988.8,43591.7,1.03381,1.00987,0.774773,0.918741,456.999,177.48,307.79,196.147,0.185563,9.37059,10.6947,7.97032,8.83752
13.4581,105.005,1.24279,1.02723,122947.0,77023.2,17717.6,44435.0,1.15671,0.795656,0.834067,0.795039,425.15,241.696,407.964,183.027,0.12863,8.89285,7.85146,7.59194,10.0156
11.612,111.823,1.02383,1.19168,142560.0,91911.0,24331.6,48119.1,1.18444,1.04112,1.24295,0.812945,354.66,206.69,377.876,183.488,0.168156,8.56603,9.47003,6.7798,9.81231
13.4111,85.1514,0.98155,0.958348,124456.0,99751.0,21627.5,54954.9,1.09188,1.04669,1.16514,0.763799,370.719,177.221,300.937,152.595,0.17341,6.35032,9.10535,7.52619,8.03685
12.6199,109.914,1.02122,0.869536,123346.0,69725.0,16521.3,39955.0,0.926003,1.2498,1.05552,0.866549,488.143,237.009,437.559,238.076,0.190027,6.46728,8.86294,7.65822,9.9215
13.8321,84.4041,0.82047,1.01233,140137.0,79523.0,16759.0,47287.7,0.857093,1.03333,1.24166,0.77042,487.716,195.891,448.514,226.42,0.194672,9.24908,8.31338,7.22901,7.90922
10.2028,77.5772,0.982509,0.76641,116287.0,75836.2,26905.2,39211.0,0.870586,1.15361,1.15524,1.08001,471.492,192.288,498.252,196.549,0.193078,7.24809,8.80368,9.46159,10.3644
12.0578,85.3118,1.15214,0.956036,96332.8,78810.7,26510.6,55637.4,1.09281,0.826882,0.873474,0.968375,487.903,216.977,497.915,203.983,0.178986,7.70512,8.03921,6.24814,9.35858
8.80119,109.267,0.809085,0.944638,126832.0,70685.3,19127.5,39101.8,0.955237,0.877557,0.825456,0.985971,478.53,175.926,432.32,164.638,0.158107,8.63818,10.1095,8.48437,7.85669
9.7716,77.2154,0.753153,1.17101,116248.0,77909.5,19814.1,61758.4,0.851488,0.807909,0.996413,1.04993,374.694,215.09,348.977,232.407,0.12603,9.92818,8.01363,9.50437,8.57901
8.76045,108.963,0.88905,0.770315,142378.0,84761.2,27249.6,41689.1,0.848207,1.13032,1.00821,1.03179,362.886,198.448,399.519,181.264,0.132996,8.58808,10.8683,6.3565,8.47461
10.4292,81.1848,1.05444,1.12562,143977.0,93955.0,20153.5,37628.2,0.962799,1.19999,1.05626,1.17783,305.899,208.14,398.533,170.245,0.189594,7.2737,7.54521,6.34367,7.78933
9.32502,82.7769,0.821972,1.24356,133936.0,100447.0,16644.7,48083.4,0.753476,0.958674,1.22023,1.22289,377.71,180.273,359.109,207.096,0.160345,9.97824,11.8825,8.05017,7.64771
8.79022,90.5451,0.921205,0.967916,100734.0,81982.3,18345.8,40216.5,0.905183,1.17799,0.941697,0.990583,488.932,225.829,339.764,209.979,0.138244,6.31959,11.351,7.34485,10.4854
9.4139,74.1871,1.1264,1.0425,110103.0,91560.8,20280.3,57385.8,0.977235,0.917677,0.783448,0.79197,496.49,188.765,371.048,210.29,0.163666,6.26776,9.60479,7.85276,7.53102
9.98263,74.1424,1.04821,1.024,97418.0,72188.3,23281.4,60081.3,0.987511,1.21929,0.810661,0.773703,469.961,214.327,375.987,170.707,0.178332,9.99961,10.8105,6.99763,12.1205
14.0168,97.195,1.17156,1.01447,90396.8,81540.1,20567.5,38396.0,0.939408,0.961813,0.938113,1.06946,335.836,230.644,488.505,243.441,0.172891,7.39449,8.89285,9.02056,9.38884
10.0605,104.35,1.01243,1.01729,143868.0,65455.8,27406.5,42769.0,1.13267,1.09887,1.03963,1.06369,339.991,220.42,380.434,248.802,0.170449,6.766,11.8788,8.20764,11.5858
11.3531,80.1423,0.779629,0.996424,119387.0,78085.3,21417.8,59849.5,1.09853,0.929287,0.856306,0.993939,427.205,228.335,419.427,190.543,0.150135,6.59281,9.25118,9.59711,8.34979
11.4953,103.739,1.18582,1.1958,132207.0,83835.0,21653.4,58953.2,1.08808,1.06426,0.757959,1.16381,454.378,155.371,338.54,185.201,0.164546,6.23597,11.0615,6.8393,10.0913
13.4823,89.3056,1.08078,0.941083,104838.0,91399.9,25651.1,58680.8,1.10697,1.09466,1.14349,1.23643,480.202,213.239,452.733,205.151,0.198452,6.41364,9.73136,7.1106,11.1712
10.269,88.5282,1.23686,1.2389,136892.0,96829.9,21273.7,38045.0,1.06077,1.11575,0.905854,1.12489,405.652,175.177,467.668,215.244,0.146633,8.02503,9.75105,6.97627,11.2071
11.4642,97.7264,1.13546,0.750566,109902.0,103366.0,22603.8,41732.1,1.03117,1.18688,1.04823,0.996878,342.186,156.596,379.1,204.468,0.131008,8.78224,11.9277,9.51153,11.4795
9.29435,109.784,0.976534,0.757041,97687.3,97698.4,26649.0,50421.1,1.04367,0.751004,1.24808,1.00093,313.593,203.009,382.826,243.158,0.182524,9.65981,8.52945,8.03937,10.2175
13.3901,68.724,0.975163,0.88545,141964.0,82237.0,24244.5,42367.7,1.17597,1.21721,0.860773,1.21396,319.774,187.816,375.561,171.51,0.162714,6.13039,10.7571,7.48915,10.343
9.44389,111.749,0.97546,1.18691,135451.0,75398.2,21589.1,46571.3,0.819632,0.750119,0.91894,0.903195,304.57,196.533,302.548,248.969,0.146004,9.00158,10.083,7.43999,12.1162
12.333,105.679,0.899349,0.769648,149171.0,76178.3,19393.6,59643.5,1.17461,0.803379,1.06474,1.15022,473.354,237.406,441.957,162.306,0.134582,8.41502,10.3548,6.02813,11.918
9.3399,100.051,1.01036,0.912587,147759.0,83588.4,23774.1,54761.6,0.920725,1.02291,1.02791,1.10571,420.218,243.635,489.445,175.467,0.189557,6.28423,9.09687,7.15887,11.1381
11.3866,110.975,1.09282,0.811488,90855.7,71940.6,17632.1,41133.6,1.2091,0.779206,1.03665,1.04741,462.686,186.621,454.855,194.713,0.160853,9.81694,9.62269,7.62282,10.5548
11.565,109.158,0.88249,0.818949,142939.0,70332.1,26845.9,45764.6,0.87593,1.06173,1.02524,1.01137,345.203,199.777,462.176,198.124,0.171978,6.56701,11.7098,6.08431,10.3496
12.3837,77.4813,1.0175,1.00702,126484.0,84455.6,20405.5,56252.9,1.00841,1.04209,1.24368,1.21923,417.088,247.009,418.729,200.819,0.191683,8.62415,7.81755,7.44311,9.43072
10.1819,80.2809,0.950875,0.806496,149771.0,71461.7,17109.9,43018.8,0.871916,1.06309,1.1981,1.19173,422.996,181.835,397.006,157.885,0.198234,9.98167,9.2794,6.37151,10.1531
10.372,89.4134,0.917972,1.06903,110655.0,103425.0,18438.4,57460.0,1.14726,1.17455,1.08162,0.91601,406.0,237.824,460.716,174.823,0.134883,8.99173,8.2387,9.86235,7.94343
8.56404,75.2658,0.995016,0.981551,106113.0,78379.3,19203.6,40103.5,0.77339,0.879461,1.13461,1.00439,431.435,241.016,320.148,182.768,0.154236,9.37492,12.4015,9.93581,8.67875
13.2647,70.327,0.850062,1.16474,129793.0,73269.5,26727.3,49297.9,0.77794,1.02982,1.09198,1.09716,464.657,154.41,357.457,244.154,0.129254,8.20691,11.3147,7.0488,12.4401
9.89212,73.5005,0.927463,1.12159,131535.0,87431.9,25924.9,41479.3,1.20963,1.11281,1.14126,0.999758,455.972,238.339,308.971,216.943,0.147731,6.72592,7.80075,6.96278,11.3378
12.5187,87.3667,1.1288,0.94746,107265.0,99224.9,18811.3,46674.6,1.20162,0.850311,1.21631,1.16568,449.05,230.136,481.849,155.574,0.155248,9.93605,11.5984,8.77224,12.3194
11.9763,102.631,1.1577,0.96189,135568.0,89313.1,21446.9,51703.1,0.970181,1.19298,1.14164,0.807734,410.506,199.181,337.219,230.459,0.198683,7.53727,9.35146,6.31697,7.6259
13.685,76.8535,1.03043,0.927455,134272.0,92622.0,22759.2,55418.1,0.775988,1.12254,0.953814,1.08543,367.47,240.771,395.426,211.831,0.142687,6.05227,8.9474,6.72791,8.60216
11.935,108.533,0.924067,1.10128,94946.3,74518.8,27012.8,42834.9,1.02535,0.931216,1.04042,1.10738,489.472,207.02,428.056,233.863,0.132695,9.55647,8.72685,6.14665,10.1588
10.0986,84.7886,0.94908,0.972103,109724.0,102240.0,18041.5,39885.2,0.780842,0.810053,0.826624,0.983533,401.72,168.592,317.534,191.273,0.152831,8.11677,7.63212,9.32816,7.58195
9.34924,79.7375,1.05117,1.09034,140870.0,81417.7,27394.5,52115.7,1.23962,0.923548,1.13984,1.14868,326.716,225.093,462.78,225.324,0.121693,9.15306,11.839,8.48108,8.54345
9.72342,68.8454,0.978817,0.800739,128684.0,89373.1,17493.6,47944.9,0.777177,1.01232,1.02442,1.17419,403.174,223.05,490.451,208.245,0.125431,9.48915,8.57784,9.33942,9.1016
9.45789,97.1047,0.884682,0.827314,127375.0,82109.9,18137.2,47524.9,1.07439,0.784131,0.858506,1.11807,476.139,163.517,463.182,185.378,0.164828,6.22557,11.741,7.63668,9.91948
9.13971,75.0618,1.2041,1.00935,107120.0,99267.9,22681.6,42563.7,0.817157,0.886287,1.15394,0.754626,485.565,171.354,428.85,233.582,0.19587,6.48999,8.59416,7.50475,12.3657
11.8633,94.2635,0.863507,0.7931,93635.9,90148.7,16549.0,59169.1,1.2125,0.996994,0.94975,0.850264,478.786,246.703,393.258,161.617,0.182025,9.40941,12.2697,9.72314,8.0163
12.1081,102.53,1.23372,1.10441,135065.0,90477.8,23573.8,54634.6,0.943185,1.24313,0.851737,0.928552,380.286,164.782,493.587,202.507,0.176642,8.06978,8.7571,9.82979,8.45077
11.1269,81.4727,1.0454,1.02799,120193.0,72953.6,22219.4,44031.5,1.07126,0.942476,0.819234,1.19353,341.208,249.867,432.947,227.328,0.132929,8.31594,9.84722,7.36295,10.5429
10.9297,111.153,1.19932,0.890423,95897.6,102425.0,23310.0,52641.8,0.877592,0.912097,0.771751,1.07094,348.858,179.505,300.465,234.415,0.132347,6.6496,11.7236,6.88136,10.5599
9.91324,71.5525,0.913614,0.863426,129026.0,104808.0,21554.0,58410.5,0.971822,0.984129,0.926071,1.24132,304.454,152.125,311.507,204.286,0.12654,8.65029,8.90751,9.48217,7.71974
8.94053,85.6414,1.04394,0.826786,93474.6,75445.0,21823.8,48794.2,0.876653,0.790062,0.919316,0.862102,336.304,214.509,431.271,249.236,0.179333,7.38981,10.4673,7.55957,10.9315
11.5485,102.484,1.11226,1.08299,120025.0,65994.1,19996.5,42395.5,0.990526,1.17237,1.21822,1.12867,377.913,245.495,356.025,216.683,0.157834,9.66504,9.45499,7.20382,9.40529
13.7935,92.6433,1.20852,1.08636,90567.8,85967.4,26603.8,37915.9,1.1282,1.02697,0.896328,0.772813,388.015,240.0,498.587,244.204,0.172399,6.51071,8.51207,6.77208,9.86235
13.8245,109.37,1.15472,1.18303,91141.4,104334.0,18791.1,47046.8,1.05126,1.20729,1.16498,1.02364,300.986,175.754,332.009,230.228,0.167534,6.39113,9.87865,9.88893,8.56272
11.784,72.7348,0.995732,1.22337,132371.0,94331.5,17476.3,39424.5,0.95861,0.855562,0.932073,0.963893,362.055,247.059,438.535,157.26,0.168547,6.81972,8.13624,6.07659,10.5832
9.53726,82.2467,1.24293,1.16068,124187.0,97013.1,23520.2,56178.8,0.911305,1.23978,1.09883,1.17035,359.037,239.122,372.354,152.23,0.199102,8.90836,11.2327,8.94428,10.0232
